S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres  ,Laps,Total Time,Pitstops,Best Lap Number,Best LapTime,Best Lap Kph,Status
1115,18,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Retired
1116,18,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Retired
1117,19,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,HYPERCAR,M,262,19:01:39,23,262,03:28.2,235.6,Running 
1118,19,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,262,19:01:44,23,245,03:29.3,234.3,Running 
1119,19,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,262,19:04:51,22,262,03:28.8,235,Running 
1120,19,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,261,19:04:04,23,12,03:28.3,235.5,Running 
1121,19,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,260,19:04:56,23,260,03:29.8,233.8,Running 
1122,19,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,257,19:04:11,24,236,03:28.7,235.1,Running 
1123,19,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,256,19:01:28,25,239,03:27.4,236.5,Running 
1124,19,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,255,19:01:40,25,11,03:30.6,233,Running 
1125,19,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,255,19:01:47,24,29,03:30.1,233.5,Running 
1126,19,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÃœLLER,Peugeot 9X8,HYPERCAR,M,253,19:05:00,23,240,03:29.4,234.3,Running 
1127,19,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,251,19:02:11,26,239,03:38.2,224.8,Running 
1128,19,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,251,19:03:50,24,11,03:36.4,226.7,Running 
1129,19,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,250,19:02:04,28,236,03:38.2,224.8,Running 
1130,19,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,250,19:02:10,24,10,03:38.1,225,Running 
1131,19,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÃ–RR,Oreca 07 - Gibson,LMP2,G,250,19:02:12,24,11,03:37.1,225.9,Running 
1132,19,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,250,19:03:23,27,10,03:37.4,225.6,Running 
1133,19,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,250,19:03:23,25,249,03:36.4,226.7,Running 
1134,19,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,249,19:02:27,23,238,03:37.3,225.7,Running 
1135,19,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,249,19:02:54,24,11,03:37.7,225.3,Running 
1136,19,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,247,19:03:09,21,227,03:28.3,235.5,Running 
1137,19,35,Alpine Elf Team,A. NEGRÃO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,LMP2,G,246,19:01:27,26,10,03:38.1,225,Running 
1138,19,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,LMP2,G,246,19:02:03,26,227,03:37.5,225.5,Running 
1139,19,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,LMP2,G,246,19:02:26,26,209,03:37.0,226.1,Running 
1140,19,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,LMP2,G,246,19:02:39,25,9,03:38.0,225,Running 
1141,19,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,HYPERCAR H,M,245,19:04:46,22,245,03:28.3,235.5,Running 
1142,19,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,241,19:02:23,28,223,03:37.1,226,Running 
1143,19,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,LMGTE Am,M,240,19:02:43,17,221,03:53.6,210,Running 
1144,19,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,LMGTE Am,M,240,19:03:05,20,206,03:52.4,211.1,Running 
1145,19,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,LMGTE Am,M,240,19:03:30,19,8,03:51.3,212.1,Running 
1146,19,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,LMGTE Am,M,240,19:04:36,19,11,03:51.4,211.9,Running 
1147,19,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,LMGTE Am,M,239,19:01:32,19,8,03:52.1,211.3,Running 
1148,19,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,LMGTE Am,M,239,19:02:17,19,184,03:51.7,211.7,Running 
1149,19,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,LMGTE Am,M,239,19:02:55,20,8,03:52.5,211,Running 
1150,19,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,HYPERCAR,M,238,18:23:49,23,228,03:28.1,235.7,Running 
1151,19,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,LMGTE Am,M,238,19:02:19,19,225,03:53.4,210.1,Running 
1152,19,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,INNOVATIVE CAR,G,238,19:02:26,21,210,03:50.7,212.6,Running 
1153,19,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,LMGTE Am,M,238,19:03:51,19,16,03:53.1,210.5,Running 
1154,19,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,LMGTE Am,M,236,19:03:14,18,11,03:54.7,209,Running 
1155,19,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,LMP2,G,236,19:04:10,25,204,03:37.8,225.2,Running 
1156,19,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,LMP2,G,235,19:03:00,24,10,03:37.8,225.2,Running 
1157,19,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,LMP2,G,234,19:04:17,24,233,03:37.3,225.7,Running 
1158,19,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,LMGTE Am,M,233,19:03:53,20,181,03:53.2,210.3,Running 
1159,19,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,LMP2,G,183,14:31:45,18,149,03:39.8,223.2,Retired
1160,19,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,LMGTE Am,M,170,13:57:05,13,147,03:51.8,211.6,Retired
1161,19,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,HYPERCAR,M,165,15:11:45,19,125,03:32.6,230.7,Retired
1162,19,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,LMGTE Am,M,163,13:41:59,14,149,03:54.7,209,Retired
1163,19,47,COOL Racing,DE GÉRUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,LMP2,G,158,12:41:04,16,10,03:37.3,225.7,Retired
1164,19,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,LMGTE Am,M,118,10:31:04,14,89,03:55.1,208.7,Retired
1165,19,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,LMP2,G,117,11:07:56,15,57,03:39.4,223.6,Retired
1166,19,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,LMP2,G,113,09:35:29,11,65,03:39.3,223.7,Retired
1167,19,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,HYPERCAR,M,103,07:58:44,10,12,03:30.0,233.6,Retired
1168,19,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,LMGTE Am,M,89,07:58:43,8,8,03:53.1,210.5,Retired
1169,19,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,LMP2,G,87,07:50:02,10,9,03:37.6,225.4,Retired
1170,19,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,HYPERCAR,M,84,06:44:44,7,12,03:29.9,233.7,Retired
1171,19,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,LMGTE Am,M,58,05:15:31,5,14,03:55.0,208.7,Retired
1172,19,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,LMGTE Am,M,33,02:46:33,3,8,03:52.5,211,Retired
1173,19,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:55,2,8,03:51.4,212,Retired
1174,19,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:57,2,10,03:58.7,205.5,Retired
1175,19,55,GMB Motorsport,G. BIRCH / M. SØRENSEN/ J. MØLLER,Aston Martin Vantage AMR,LMGTE Am,M,21,01:45:27,2,17,03:56.2,207.7,Retired
1176,19,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,LMGTE Am,M,21,01:45:28,2,11,03:54.8,208.9,Retired
1177,19,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Retired
1178,19,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Retired
1179,20,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,HYPERCAR,M,277,20:00:51,25,264,03:27.9,236,Running 
1180,20,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,277,20:00:52,25,270,03:28.3,235.5,Running 
1181,20,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,276,20:00:16,24,263,03:28.0,235.9,Running 
1182,20,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,276,20:05:11,25,12,03:28.3,235.5,Running 
1183,20,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,274,20:01:12,25,260,03:29.8,233.8,Running 
1184,20,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,272,20:04:41,25,236,03:28.7,235.1,Running 
1185,20,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,271,20:00:56,26,239,03:27.4,236.5,Running 
1186,20,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,270,20:00:39,27,258,03:29.8,233.8,Running 
1187,20,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,270,20:00:52,26,29,03:30.1,233.5,Running 
1188,20,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÃœLLER,Peugeot 9X8,HYPERCAR,M,267,20:01:05,25,240,03:29.4,234.3,Running 
1189,20,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,266,20:04:59,28,252,03:37.6,225.4,Running 
1190,20,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,265,20:01:10,26,11,03:36.4,226.7,Running 
1191,20,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,265,20:04:57,30,253,03:37.0,226.1,Running 
1192,20,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÃ–RR,Oreca 07 - Gibson,LMP2,G,265,20:05:02,26,253,03:36.8,226.3,Running 
1193,20,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,265,20:05:19,26,10,03:38.1,225,Running 
1194,20,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,264,20:01:07,26,249,03:36.4,226.7,Running 
1195,20,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,264,20:01:15,28,10,03:37.4,225.6,Running 
1196,20,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,263,19:59:36,25,238,03:37.3,225.7,Running 
1197,20,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,263,20:00:52,25,11,03:37.7,225.3,Running 
1198,20,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,LMP2,G,261,20:04:20,27,227,03:37.5,225.5,Running 
1199,20,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,LMP2,G,261,20:04:39,27,209,03:37.0,226.1,Running 
1200,20,35,Alpine Elf Team,A. NEGRÃO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,LMP2,G,261,20:04:45,27,10,03:38.1,225,Running 
1201,20,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,LMP2,G,260,20:03:42,26,9,03:38.0,225,Running 
1202,20,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,HYPERCAR,M,259,20:04:47,24,245,03:28.3,235.5,Running 
1203,20,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,255,19:31:24,22,227,03:28.3,235.5,Running 
1204,20,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,255,20:01:16,29,223,03:37.1,226,Running 
1205,20,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,LMGTE Am,M,254,20:04:39,18,221,03:53.6,210,Running 
1206,20,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,LMGTE Am,M,254,20:04:46,21,242,03:51.5,211.9,Running 
1207,20,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,LMGTE Am,M,254,20:05:10,20,8,03:51.3,212.1,Running 
1208,20,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,LMGTE Am,M,253,20:01:13,20,11,03:51.4,211.9,Running 
1209,20,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,LMGTE Am,M,253,20:02:26,21,184,03:51.7,211.7,Running 
1210,20,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,LMGTE Am,M,253,20:02:53,20,8,03:52.1,211.3,Running 
1211,20,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,LMGTE Am,M,253,20:04:29,21,8,03:52.5,211,Running 
1212,20,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,INNOVATIVE CAR,G,252,20:01:14,22,210,03:50.7,212.6,Running 
1213,20,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,LMGTE Am,M,252,20:04:08,19,225,03:53.4,210.1,Running 
1214,20,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,LMP2,G,250,20:04:10,26,204,03:37.8,225.2,Running 
1215,20,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,LMGTE Am,M,250,20:05:19,19,11,03:54.7,209,Running 
1216,20,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,LMP2,G,248,20:04:05,26,233,03:37.3,225.7,Running 
1217,20,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,LMP2,G,248,20:04:41,26,10,03:37.8,225.2,Running 
1218,20,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,LMGTE Am,M,246,19:37:05,20,16,03:53.1,210.5,Running 
1219,20,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,LMGTE Am,M,246,20:01:25,21,181,03:53.2,210.3,Running 
1220,20,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,HYPERCAR,M,238,18:23:49,23,228,03:28.1,235.7,Running 
1221,20,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,LMP2,G,183,14:31:45,18,149,03:39.8,223.2,Retired
1222,20,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,LMGTE Am,M,170,13:57:05,13,147,03:51.8,211.6,Retired
1223,20,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,HYPERCAR,M,165,15:11:45,19,125,03:32.6,230.7,Retired
1224,20,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,LMGTE Am,M,163,13:41:59,14,149,03:54.7,209,Retired
1225,20,47,COOL Racing,DE GÉRUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,LMP2,G,158,12:41:04,16,10,03:37.3,225.7,Retired
1226,20,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,LMGTE Am,M,118,10:31:04,14,89,03:55.1,208.7,Retired
1227,20,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,LMP2,G,117,11:07:56,15,57,03:39.4,223.6,Retired
1228,20,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,LMP2,G,113,09:35:29,11,65,03:39.3,223.7,Retired
1229,20,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,HYPERCAR,M,103,07:58:44,10,12,03:30.0,233.6,Retired
1230,20,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,LMGTE Am,M,89,07:58:43,8,8,03:53.1,210.5,Retired
1231,20,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,LMP2,G,87,07:50:02,10,9,03:37.6,225.4,Retired
1232,20,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,HYPERCAR,M,84,06:44:44,7,12,03:29.9,233.7,Retired
1233,20,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,LMGTE Am,M,58,05:15:31,5,14,03:55.0,208.7,Retired
1234,20,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,LMGTE Am,M,33,02:46:33,3,8,03:52.5,211,Retired
1235,20,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:55,2,8,03:51.4,212,Retired
1236,20,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:57,2,10,03:58.7,205.5,Retired
1237,20,55,GMB Motorsport,G. BIRCH / M. SØRENSEN/ J. MØLLER,Aston Martin Vantage AMR,LMGTE Am,M,21,01:45:27,2,17,03:56.2,207.7,Retired
1238,20,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,LMGTE Am,M,21,01:45:28,2,11,03:54.8,208.9,Retired
1239,20,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Retired
1240,20,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Retired
1241,21,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,293,21:00:22,26,285,03:28.0,235.8,Running 
1242,21,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,292,21:01:22,25,263,03:28.0,235.9,Running 
1243,21,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,291,21:00:52,26,12,03:28.3,235.5,Running 
1244,21,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,289,21:00:55,27,280,03:29.1,234.6,Running 
1245,21,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,287,20:59:43,27,284,03:28.3,235.5,Running 
1246,21,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,287,21:00:26,27,281,03:27.4,236.5,Running 
1247,21,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,286,21:02:00,27,29,03:30.1,233.5,Running 
1248,21,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,286,21:02:28,29,258,03:29.8,233.8,Running 
1249,21,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÃœLLER,Peugeot 9X8,HYPERCAR,M,281,20:53:50,27,275,03:28.4,235.3,Running 
1250,21,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,281,21:02:47,30,280,03:36.7,226.3,Running 
1251,21,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,281,21:03:07,27,11,03:36.4,226.7,Running 
1252,21,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÃ–RR,Oreca 07 - Gibson,LMP2,G,280,21:01:49,27,273,03:36.2,226.9,Running 
1253,21,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,280,21:01:56,31,272,03:36.6,226.5,Running 
1254,21,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,280,21:02:50,27,249,03:36.4,226.7,Running 
1255,21,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,280,21:03:06,27,10,03:38.1,225,Running 
1256,21,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,280,21:03:26,29,10,03:37.4,225.6,Running 
1257,21,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,278,21:00:06,27,11,03:37.7,225.3,Running 
1258,21,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,277,21:03:07,26,238,03:37.3,225.7,Running 
1259,21,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,LMP2,G,276,21:01:24,29,270,03:37.2,225.8,Running 
1260,21,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,LMP2,G,276,21:01:38,28,265,03:36.7,226.4,Running 
1261,21,35,Alpine Elf Team,A. NEGRÃO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,LMP2,G,276,21:03:26,28,10,03:38.1,225,Running 
1262,21,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,LMP2,G,275,21:01:24,27,9,03:38.0,225,Running 
1263,21,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,HYPERCAR,M,275,21:03:14,25,245,03:28.3,235.5,Running 
1264,21,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,271,21:01:01,23,227,03:28.3,235.5,Running 
1265,21,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,271,21:03:08,31,223,03:37.1,226,Running 
1266,21,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,LMGTE Am,M,268,21:01:52,21,261,03:50.4,212.9,Running 
1267,21,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,LMGTE Am,M,268,21:02:14,19,221,03:53.6,210,Running 
1268,21,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,LMGTE Am,M,268,21:02:43,22,242,03:51.5,211.9,Running 
1269,21,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,LMGTE Am,M,267,21:00:41,22,11,03:51.4,211.9,Running 
