S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres  ,Laps,Total Time,Pitstops,Best Lap Number,Best LapTime,Best Lap Kph,Status
365,6,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,LMP2,G,58,06:03:08,6,13,03:38.4,224.6,Running 
366,6,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,LMGTE Am,M,33,02:46:33,3,8,03:52.5,211,Running 
367,6,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:55,2,8,03:51.4,212,Running 
368,6,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:57,2,10,03:58.7,205.5,Running 
369,6,55,GMB Motorsport,G. BIRCH / M. SØRENSEN/ J. MØLLER,Aston Martin Vantage AMR,LMGTE Am,M,21,01:45:27,2,17,03:56.2,207.7,Running 
370,6,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,LMGTE Am,M,21,01:45:28,2,11,03:54.8,208.9,Running 
371,6,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Running 
372,6,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Running 
373,7,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,HYPERCAR,M,89,07:01:58,8,12,03:29.1,234.6,Running 
374,7,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,HYPERCAR,M,89,07:03:04,9,10,03:29.7,234,Running 
375,7,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,HYPERCAR,M,89,07:03:22,8,12,03:30.0,233.6,Running 
376,7,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,89,07:03:56,8,56,03:29.9,233.7,Running 
377,7,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,89,07:04:22,8,10,03:29.7,234,Running 
378,7,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,89,07:05:01,10,31,03:29.0,234.7,Running 
379,7,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,88,07:02:50,9,9,03:30.1,233.5,Running 
380,7,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,88,07:03:14,9,12,03:28.3,235.5,Running 
381,7,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,88,07:05:45,9,9,03:30.0,233.6,Running 
382,7,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,87,07:04:27,9,10,03:30.1,233.5,Running 
383,7,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,86,07:04:12,9,29,03:30.1,233.5,Running 
384,7,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,86,07:04:19,10,11,03:30.6,233,Running 
385,7,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,85,07:02:46,11,66,03:38.6,224.4,Running 
386,7,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,LMP2,G,85,07:02:49,9,10,03:37.7,225.3,Running 
387,7,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,HYPERCAR,M,85,07:02:53,9,56,03:29.0,234.7,Running 
388,7,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,85,07:03:33,9,11,03:36.4,226.7,Running 
389,7,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,85,07:04:54,9,11,03:37.3,225.7,Running 
390,7,35,Alpine Elf Team,A. NEGRÃO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,LMP2,G,85,07:05:47,9,10,03:38.1,225,Running 
391,7,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,LMP2,G,85,07:05:56,9,13,03:43.1,219.9,Running 
392,7,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,HYPERCAR,M,84,06:44:44,7,12,03:29.9,233.7,Running 
393,7,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,LMP2,G,84,07:00:55,8,9,03:38.0,225,Running 
394,7,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,84,07:01:59,9,10,03:38.1,225,Running 
395,7,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,84,07:02:04,11,11,03:39.0,223.9,Running 
396,7,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,LMP2,G,84,07:02:33,8,11,03:37.1,225.9,Running 
397,7,47,COOL Racing,DE GÉRUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,LMP2,G,84,07:02:43,8,10,03:37.3,225.7,Running 
398,7,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,84,07:02:47,10,54,03:39.0,224,Running 
399,7,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,84,07:02:55,11,10,03:37.4,225.6,Running 
400,7,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,LMP2,G,84,07:04:22,9,65,03:39.3,223.7,Running 
401,7,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,84,07:04:36,9,11,03:37.7,225.3,Running 
402,7,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,LMP2,G,84,07:04:47,10,11,03:39.0,224,Running 
403,7,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,84,07:05:03,10,53,03:39.3,223.6,Running 
404,7,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,LMP2,G,83,07:00:48,8,9,03:37.6,225.4,Running 
405,7,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,LMGTE Am,M,82,07:02:46,6,11,03:51.4,211.9,Running 
406,7,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,HYPERCAR,M,82,07:02:58,10,12,03:32.9,230.4,Running 
407,7,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,LMGTE Am,M,82,07:03:04,6,10,03:54.9,208.9,Running 
408,7,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,LMGTE Am,M,82,07:05:05,8,8,03:52.1,211.3,Running 
409,7,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,LMGTE Am,M,82,07:05:51,7,8,03:52.5,211,Running 
410,7,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,LMGTE Am,M,81,07:01:43,7,16,03:53.1,210.5,Running 
411,7,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,LMGTE Am,M,81,07:02:22,8,29,03:52.8,210.7,Running 
412,7,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,LMGTE Am,M,81,07:02:22,7,26,03:55.4,208.3,Running 
413,7,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,INNOVATIVE CAR,G,81,07:03:31,9,63,03:51.2,212.2,Running 
414,7,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,LMGTE Am,M,81,07:03:47,6,8,03:52.2,211.2,Running 
415,7,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,LMGTE Am,M,81,07:03:47,8,9,03:55.1,208.6,Running 
416,7,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,LMGTE Am,M,80,07:02:12,8,10,03:52.2,211.2,Running 
417,7,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,LMGTE Am,M,80,07:03:11,7,8,03:51.3,212.1,Running 
418,7,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,LMP2,G,80,07:04:03,10,11,03:37.8,225.2,Running 
419,7,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,LMGTE Am,M,80,07:05:54,7,11,03:54.7,209,Running 
420,7,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,LMGTE Am,M,79,07:04:31,8,10,03:54.9,208.9,Running 
421,7,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,LMGTE Am,M,79,07:05:25,8,48,03:56.4,207.5,Running 
422,7,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,LMGTE Am,M,77,07:05:20,7,8,03:53.1,210.5,Running 
423,7,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,LMP2,G,76,07:03:54,9,10,03:37.8,225.2,Running 
424,7,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,LMP2,G,72,07:02:29,8,57,03:39.4,223.6,Running 
425,7,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,HYPERCAR ,M,72,07:05:03,8,54,03:30.6,232.9,Running 
426,7,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,LMP2,G,71,07:04:12,8,13,03:38.4,224.6,Running 
427,7,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,LMGTE Am,M,58,05:15:31,5,14,03:55.0,208.7,Running 
428,7,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,LMGTE Am,M,33,02:46:33,3,8,03:52.5,211,Retired
429,7,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:55,2,8,03:51.4,212,Retired
430,7,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:57,2,10,03:58.7,205.5,Retired
431,7,55,GMB Motorsport,G. BIRCH / M. SØRENSEN/ J. MØLLER,Aston Martin Vantage AMR,LMGTE Am,M,21,01:45:27,2,17,03:56.2,207.7,Retired
432,7,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,LMGTE Am,M,21,01:45:28,2,11,03:54.8,208.9,Retired
433,7,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Retired
434,7,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Retired
435,8,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,HYPERCAR,M,104,08:05:49,10,10,03:29.7,234,Running 
436,8,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,104,08:07:24,11,31,03:29.0,234.7,Running 
437,8,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,104,08:07:26,9,56,03:29.9,233.7,Running 
438,8,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,HYPERCAR,M,104,08:08:31,10,12,03:29.1,234.6,Running 
439,8,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,104,08:09:57,10,10,03:29.7,234,Running 
440,8,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,HYPERCAR,M,103,07:58:44,10,12,03:30.0,233.6,Running 
441,8,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,103,08:07:23,11,9,03:30.1,233.5,Running 
442,8,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,103,08:07:24,11,12,03:28.3,235.5,Running 
443,8,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,103,08:09:48,10,9,03:30.0,233.6,Running 
444,8,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,102,08:07:31,10,10,03:30.1,233.5,Running 
445,8,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,101,08:08:31,11,29,03:30.1,233.5,Running 
446,8,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,101,08:11:24,11,11,03:30.6,233,Running 
447,8,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,HYPERCAR,M,100,08:05:53,11,56,03:29.0,234.7,Running 
448,8,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,100,08:09:37,12,66,03:38.6,224.4,Running 
449,8,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,100,08:10:22,10,11,03:36.4,226.7,Running 
450,8,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,LMP2,G,99,08:06:58,10,13,03:43.1,219.9,Running 
451,8,28, JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,99,08:07:18,10,11,03:37.3,225.7,Running 
452,8,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,LMP2,G,99,08:07:19,9,9,03:38.0,225,Running 
453,8,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,99,08:07:40,11,10,03:38.1,225,Running 
454,8,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,99,08:07:43,13,11,03:39.0,223.9,Running 
455,8,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,99,08:07:58,12,54,03:39.0,224,Running 
456,8,35,Alpine Elf Team,A. NEGRÃO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,LMP2,G,99,08:07:59,11,10,03:38.1,225,Running 
457,8,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,LMP2,G,99,08:10:53,10,11,03:37.1,225.9,Running 
458,8,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,LMP2,G,99,08:11:21,10,65,03:39.3,223.7,Running 
459,8,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,99,08:11:22,12,10,03:37.4,225.6,Running 
460,8,47,COOL Racing,DE GÉRUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,LMP2,G,99,08:11:31,11,10,03:37.3,225.7,Running 
461,8,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,98,08:07:24,10,11,03:37.7,225.3,Running 
462,8,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,98,08:07:56,11,53,03:39.3,223.6,Running 
463,8,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,LMP2,G,98,08:08:13,12,11,03:39.0,224,Running 
464,8,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,LMP2,G,97,08:07:01,10,10,03:37.7,225.3,Running 
465,8,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,LMGTE Am,M,96,08:06:58,7,11,03:51.4,211.9,Running 
466,8,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,LMGTE Am,M,96,08:07:50,7,10,03:54.9,208.9,Running 
467,8,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,LMGTE Am,M,96,08:09:41,9,8,03:52.1,211.3,Running 
468,8,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,LMGTE Am,M,96,08:11:24,8,8,03:52.5,211,Running 
469,8,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,LMGTE Am,M,95,08:06:35,8,16,03:53.1,210.5,Running 
470,8,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,LMGTE Am,M,95,08:07:24,10,29,03:52.8,210.7,Running 
471,8,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,LMGTE Am,M,95,08:07:30,8,26,03:55.4,208.3,Running 
472,8,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,INNOVATIVE CAR,G,95,08:08:08,10,63,03:51.2,212.2,Running 
473,8,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,HYPERCAR,M,95,08:08:26,12,12,03:32.9,230.4,Running 
474,8,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,LMGTE Am,M,95,08:11:22,9,10,03:52.2,211.2,Running 
475,8,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,LMGTE Am,M,95,08:11:29,7,8,03:52.2,211.2,Running 
476,8,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,LMGTE Am,M,94,08:06:55,8,8,03:51.3,212.1,Running 
477,8,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,LMP2,G,94,08:06:58,12,11,03:37.8,225.2,Running 
478,8,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,LMGTE Am,M,93,08:07:23,8,11,03:54.7,209,Running 
479,8,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,LMGTE Am,M,93,08:09:08,10,89,03:55.1,208.7,Running 
480,8,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,LMGTE Am,M,92,08:06:36,9,10,03:54.9,208.9,Running 
481,8,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,LMGTE Am,M,91,08:06:57,10,9,03:55.1,208.6,Running 
482,8,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,LMP2,G,90,08:06:55,11,10,03:37.8,225.2,Running 
483,8,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,LMGTE Am,M,89,07:58:43,8,8,03:53.1,210.5,Running 
484,8,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,LMP2,G,87,07:50:02,10,9,03:37.6,225.4,Running 
485,8,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,HYPERCAR ,M,87,08:09:24,9,54,03:30.6,232.9,Running 
486,8,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,LMP2,G,86,08:06:24,10,57,03:39.4,223.6,Running 
487,8,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,LMP2,G,86,08:10:17,10,13,03:38.4,224.6,Running 
488,8,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,HYPERCAR,M,84,06:44:44,7,12,03:29.9,233.7,Retired
489,8,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,LMGTE Am,M,58,05:15:31,5,14,03:55.0,208.7,Retired
490,8,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,LMGTE Am,M,33,02:46:33,3,8,03:52.5,211,Retired
491,8,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:55,2,8,03:51.4,212,Retired
492,8,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,LMGTE Am,M,28,02:20:57,2,10,03:58.7,205.5,Retired
493,8,55,GMB Motorsport,G. BIRCH / M. SØRENSEN/ J. MØLLER,Aston Martin Vantage AMR,LMGTE Am,M,21,01:45:27,2,17,03:56.2,207.7,Retired
494,8,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,LMGTE Am,M,21,01:45:28,2,11,03:54.8,208.9,Retired
495,8,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,LMP2,G,19,01:34:25,3,10,03:39.1,223.9,Retired
496,8,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,LMP2,G,18,01:27:23,2,13,03:44.2,218.8,Retired
497,9,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÃœLLER,Peugeot 9X8,HYPERCAR,M,112,09:04:57,11,10,03:29.7,234,Running 
498,9,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,HYPERCAR,M,112,09:05:12,10,10,03:29.7,234,Running 
499,9,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,HYPERCAR,M,112,09:05:19,10,56,03:29.9,233.7,Running 
500,9,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,HYPERCAR,M,112,09:05:21,12,31,03:29.0,234.7,Running 
501,9,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,HYPERCAR,M,112,09:05:23,11,12,03:29.1,234.6,Running 
502,9,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,HYPERCAR,M,111,09:05:04,11,12,03:28.3,235.5,Running 
503,9,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,HYPERCAR,M,111,09:05:11,10,9,03:30.0,233.6,Running 
504,9,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,HYPERCAR,M,111,09:05:24,12,9,03:30.1,233.5,Running 
505,9,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,HYPERCAR,M,110,09:05:08,11,10,03:30.1,233.5,Running 
506,9,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,HYPERCAR,M,109,09:05:18,11,11,03:30.6,233,Running 
507,9,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,HYPERCAR,M,109,09:05:28,12,29,03:30.1,233.5,Running 
508,9,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,HYPERCAR,M,108,09:05:05,12,56,03:29.0,234.7,Running 
509,9,41,Team WRT,R. ANDRADE / L. DELÉTRAZ / R. KUBICA,Oreca 07 - Gibson,LMP2,G,107,09:04:56,11,11,03:36.4,226.7,Running 
510,9,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,LMP2,G,107,09:05:02,14,66,03:38.6,224.4,Running 
511,9,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,LMP2,G,107,09:05:09,11,10,03:38.1,225,Running 
512,9,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÃ–RR,Oreca 07 - Gibson,LMP2,G,107,09:05:14,10,11,03:37.1,225.9,Running 
513,9,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,LMP2,G,107,09:05:17,10,65,03:39.3,223.7,Running 
514,9,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,LMP2,G,107,09:05:31,14,11,03:39.0,223.9,Running 
515,9,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,LMP2,G,107,09:05:32,11,13,03:43.1,219.9,Running 
516,9,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,LMP2,G,107,09:05:36,11,11,03:37.3,225.7,Running 
517,9,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,LMP2,G,107,09:05:39,13,54,03:39.0,224,Running 
518,9,47,COOL Racing,DE GÉRUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,LMP2,G,107,09:05:56,11,10,03:37.3,225.7,Running 
519,9,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,LMP2,G,106,09:04:59,13,10,03:37.4,225.6,Running 
520,9,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,LMP2,G,106,09:05:37,11,11,03:37.7,225.3,Running 
521,9,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,LMP2,G,106,09:05:40,12,53,03:39.3,223.6,Running 
